	CHR	START	END	X0	X1	MeanDecreaseAccuracy	MeanDecreaseGini	Symbol	V1	V2	V3	V4	V5	V6	V7
cg06365535	chr17	59533952	59534253	0.00226051887960387	0.000381372037931248	0.000531230854100452	0.790996858167801	TBX4	chr17	59534102	59534103	cg06365535	TBX4	Island	I
cg19519747	chr2	177014405	177014706	0.00320367296671034	0.00017976873234565	0.000435887805868347	0.773131678826266	MIR10B	chr2	177014555	177014556	cg19519747	MIR10B	N_Shore	I
cg10659886	chr19	58629569	58629870	0.00653093253366982	6.8098104564472e-05	0.000593469448049908	0.715915615248981	ZSCAN18	chr19	58629719	58629720	cg10659886	ZSCAN18	Island	I
cg14314744	chr6	100897295	100897596	0.00168778846792807	9.48762212729131e-05	0.000227317882031513	0.661426453969807	SIM1	chr6	100897445	100897446	cg14314744	SIM1	Island	I
cg18115040	chr2	176981178	176981479	0.00447396634576615	7.68126481579006e-05	0.00043387013398555	0.65650045321347	HOXD10	chr2	176981328	176981329	cg18115040	HOXD10	Island	I
cg06757405	chr5	140789300	140789601	0.0013318170398901	0.000176146702627321	0.000267289200373349	0.649666055109127	PCDHGA4	chr5	140789450	140789451	cg06757405	PCDHGA4	Island	I
cg20431250	chr6	108492503	108492804	0.0028665043417212	0.000108599460110393	0.000331690893196128	0.640576346120294	NR2E1	chr6	108492653	108492654	cg20431250	NR2E1	S_Shore	II
cg08139247	chr14	38725162	38725463	0.00465356466995941	3.48163559130885e-05	0.000396848083787259	0.620838928547229	CLEC14A	chr14	38725312	38725313	cg08139247	CLEC14A	Island	I
cg12268637	chr2	176964352	176964653	0.00450501188106814	3.49046954060477e-05	0.000379174614320063	0.59400572527428	HOXD12	chr2	176964502	176964503	cg12268637	HOXD12	Island	II
cg13023623	chr14	57276107	57276408	0.00198569561237646	7.30819787322159e-05	0.000218666839859028	0.579444811769779	OTX2	chr14	57276257	57276258	cg13023623	OTX2	Island	I
cg14754787	chr17	35299450	35299751	0.00326709705714648	3.81390300272137e-05	0.000287553604631013	0.569531612797563	LHX1	chr17	35299600	35299601	cg14754787	LHX1	Island	I
cg26595643	chr10	118899141	118899442	0.003247943980112	1.34353051733354e-05	0.000284534150495534	0.550403381965862	VAX1	chr10	118899291	118899292	cg26595643	VAX1	Island	I
cg02362103	chr1	119532623	119532924	0.00325601006680303	7.58078246980721e-05	0.000334671489765659	0.545652101335008	TBX15	chr1	119532773	119532774	cg02362103	TBX15	S_Shore	I
cg00014998	chr2	177014812	177015113	0.00286586177038576	0.000117096187059599	0.000341574649136263	0.542890457110379	HOXD4	chr2	177014962	177014963	cg00014998	HOXD4	Island	II
cg14565725	chr1	119531894	119532195	0.00141689479125269	4.32237737592683e-05	0.000161268801706501	0.53224955737522	TBX15	chr1	119532044	119532045	cg14565725	TBX15	Island	I
cg15251385	chr12	8025432	8025733	0.00191780058180281	0.000174633716361116	0.000320435571998897	0.531668232703093	SLC2A14	chr12	8025582	8025583	cg15251385	SLC2A14	Island	I
cg26422458	chr1	79472302	79472603	0.00354157510340602	1.99104410413341e-05	0.000307947089185972	0.523643087113724	ELTD1	chr1	79472452	79472453	cg26422458	ELTD1	Island	I
cg14462779	chr10	76803519	76803820	0.0023907700511533	9.1592194752311e-05	0.000279470135186956	0.513427748696091	DUPD1	chr10	76803669	76803670	cg14462779	DUPD1	Island	I
cg12597389	chr7	8482085	8482386	0.00144144006230471	5.19553886209627e-05	0.000160121917540351	0.474344919861994	NXPH1	chr7	8482235	8482236	cg12597389	NXPH1	Island	I
cg20979061	chr19	49939799	49940100	0.00279762226196628	1.00391304352497e-05	0.000235248473202038	0.450377718813858	SLC17A7	chr19	49939949	49939950	cg20979061	SLC17A7	Island	I
cg04654530	chr2	63282552	63282853	0.00378543043755005	0.000179567214013696	0.000472345779927553	0.449016445454205	OTX1	chr2	63282702	63282703	cg04654530	OTX1	Island	I
cg05021643	chr2	177029458	177029759	0.00176982904276788	5.82264099635338e-05	0.000194938140459801	0.433692995971953	HOXD3	chr2	177029608	177029609	cg05021643	HOXD3	Island	I
cg24884142	chr1	119531906	119532207	0.00184658985761238	2.1334159982198e-06	0.000151637733599115	0.391572577783577	TBX15	chr1	119532056	119532057	cg24884142	TBX15	Island	I
cg02036261	chr14	57275907	57276208	0.00243304780810444	-4.87566989240018e-06	0.000181788804015008	0.387931446477913	OTX2	chr14	57276057	57276058	cg02036261	OTX2	Island	I
cg10026317	chr1	47694769	47695070	0.00186303105706901	4.87443954230131e-05	0.000205332679666979	0.386568047292289	TAL1	chr1	47694919	47694920	cg10026317	TAL1	N_Shore	I
cg17104824	chr2	177014809	177015110	0.00312335581141009	3.47489535291654e-05	0.00028260701975969	0.382178946164081	HOXD4	chr2	177014959	177014960	cg17104824	HOXD4	Island	II
cg07974511	chr2	63282863	63283164	0.00411074372352839	0.000113901076226638	0.000440529023691269	0.363231936368452	OTX1	chr2	63283013	63283014	cg07974511	OTX1	Island	I
cg07160746	chr20	43726615	43726916	0.00293367595550742	1.1733618837981e-05	0.000259768727023511	0.360521755205535	KCNS1	chr20	43726765	43726766	cg07160746	KCNS1	Island	I
cg11312408	chr13	58206863	58207164	0.00230455824873979	-1.26655876344137e-05	0.000172066305535042	0.360001927152264	PCDH17	chr13	58207013	58207014	cg11312408	PCDH17	Island	II
cg02561482	chr6	50813401	50813702	0.00120820186553848	-3.11361109697926e-06	9.71399336944922e-05	0.357692293784091	TFAP2B	chr6	50813551	50813552	cg02561482	TFAP2B	Island	I
cg08363794	chr2	176986310	176986611	0.000379928982256568	5.85544876064643e-06	3.65651493006026e-05	0.357144312291786	HOXD9	chr2	176986460	176986461	cg08363794	HOXD9	Island	II
cg26099134	chr6	100897159	100897460	0.000803481164882166	2.53738565262346e-05	8.79955958216356e-05	0.352697383509324	SIM1	chr6	100897309	100897310	cg26099134	SIM1	Island	I
cg20575761	chr14	57275016	57275317	0.00119798945871536	3.04747824740794e-05	0.000129198976653676	0.348920870521553	OTX2	chr14	57275166	57275167	cg20575761	OTX2	Island	I
cg21647227	chr1	119526961	119527262	0.00207682245351929	2.12158888994403e-05	0.000190201700949366	0.318053886826186	TBX15	chr1	119527111	119527112	cg21647227	TBX15	Island	II
cg23229261	chr2	63283916	63284217	0.00215421263355754	0.000125445903136884	0.00028243799480991	0.31652430944075	OTX1	chr2	63284066	63284067	cg23229261	OTX1	Island	I
cg23244790	chr5	140810952	140811253	0.00059993342137882	6.55788425975875e-05	0.00010704702496096	0.3113320913811	PCDHGA4	chr5	140811102	140811103	cg23244790	PCDHGA4	Island	I
cg10703826	chr1	119531966	119532267	0.00104152225748392	5.09967006318034e-06	8.3369928487693e-05	0.307530378286797	TBX15	chr1	119532116	119532117	cg10703826	TBX15	Island	I
cg11754318	chr2	176964356	176964657	0.00110272265428444	4.74722372232397e-05	0.000130211950530626	0.30134779921723	HOXD12	chr2	176964506	176964507	cg11754318	HOXD12	Island	II
cg08065657	chr19	52222949	52223250	0.00135749147787067	1.42364184034484e-05	0.000123027686998388	0.300663368157275	HAS1	chr19	52223099	52223100	cg08065657	HAS1	Island	II
cg27364741	chr2	63280919	63281220	0.00274495912673888	1.40791824767358e-05	0.000240393292353988	0.295576864012641	OTX1	chr2	63281069	63281070	cg27364741	OTX1	Island	I
cg08833577	chr10	118899138	118899439	0.00179008088976396	2.72410685141558e-05	0.000174111508011191	0.291005093984045	VAX1	chr10	118899288	118899289	cg08833577	VAX1	Island	I
cg13944175	chr19	52222548	52222849	0.00161786882922521	7.65351363232997e-06	0.00014696196787506	0.281643671130542	HAS1	chr19	52222698	52222699	cg13944175	HAS1	Island	I
cg16732787	chr1	228785842	228786143	0.000688234947900535	8.02790642747256e-05	0.000121790067987891	0.276356433205936	DUSP5P	chr1	228785992	228785993	cg16732787	DUSP5P	Island	II
cg14427009	chr13	58206908	58207209	0.000941278548944803	1.31920519475764e-05	8.92752031691476e-05	0.275420104903352	PCDH17	chr13	58207058	58207059	cg14427009	PCDH17	Island	II
cg01381846	chr7	27204635	27204936	0.000648382185671134	3.73886403245614e-05	8.75739814862135e-05	0.254283764254635	HOXA9	chr7	27204785	27204786	cg01381846	HOXA9	Island	II
cg18105139	chr6	28058706	28059007	0.000935610963549768	1.35467004432115e-05	9.4491030613542e-05	0.24931544574686	ZSCAN12L1	chr6	28058856	28058857	cg18105139	ZSCAN12L1	CpG_Ocean	I
cg23130254	chr2	176964438	176964739	0.000107061381706455	5.70148970425667e-05	6.00458655058352e-05	0.246572179880935	HOXD12	chr2	176964588	176964589	cg23130254	HOXD12	Island	II
cg03371669	chr2	176965285	176965586	0.0017797037692098	-7.15140674965256e-06	0.000143198868318135	0.243470385217565	HOXD12	chr2	176965435	176965436	cg03371669	HOXD12	Island	II
cg06117072	chr6	50791235	50791536	0.00147025593440089	1.753429022137e-05	0.000133681512048948	0.239686188888676	TFAP2B	chr6	50791385	50791386	cg06117072	TFAP2B	Island	II
cg17138769	chr10	118892061	118892362	0.0010850385106592	3.15182583517128e-05	0.000116161265849991	0.238489055340736	VAX1	chr10	118892211	118892212	cg17138769	VAX1	Island	I
cg27032232	chr7	153584459	153584760	0.00246085273831775	-4.97448877409815e-06	0.000201168005159648	0.233519020120311	DPP6	chr7	153584609	153584610	cg27032232	DPP6	Island	I
cg10933003	chr4	174448191	174448492	0.00114739479577968	7.97566384892149e-06	9.89858116436753e-05	0.232823853401208	HAND2	chr4	174448341	174448342	cg10933003	HAND2	Island	II
cg09639151	chr5	140810770	140811071	0.000760126576589748	3.18197532119166e-05	8.97055721532646e-05	0.229059935401008	PCDHGA4	chr5	140810920	140810921	cg09639151	PCDHGA4	Island	I
cg27009703	chr7	27204744	27205045	0.00149972729601539	1.95338656763965e-05	0.000140097237142383	0.22089682665528	HOXA9	chr7	27204894	27204895	cg27009703	HOXA9	Island	I
cg16823083	chr1	3567262	3567563	0.00211177221474965	8.55175132220559e-07	0.000167557260818519	0.219295031239572	WDR8	chr1	3567412	3567413	cg16823083	WDR8	Island	I
cg01708273	chr2	176973910	176974211	0.000851892269561144	1.53090588303604e-05	8.13720603646321e-05	0.218609984656028	HOXD11	chr2	176974060	176974061	cg01708273	HOXD11	S_Shore	I
cg24541426	chr2	177029309	177029610	0.000862493084557177	0.000136746405998272	0.000193430073977457	0.214116556617746	HOXD3	chr2	177029459	177029460	cg24541426	HOXD3	Island	I
cg26708319	chr4	111551890	111552191	0.00200594825047614	-7.21717616733661e-06	0.000158936447684578	0.214018614111705	PITX2	chr4	111552040	111552041	cg26708319	PITX2	N_Shore	I
cg11207307	chr12	8025443	8025744	0.000770487401219882	4.86035480243669e-05	0.000109542700258563	0.203366267920371	SLC2A14	chr12	8025593	8025594	cg11207307	SLC2A14	Island	I
cg14604681	chr2	63283205	63283506	0.00181414520477257	3.52031767826655e-05	0.000173638437330719	0.201237809337448	OTX1	chr2	63283355	63283356	cg14604681	OTX1	N_Shore	II
cg05603527	chr2	71131479	71131780	0.000819767866797475	7.00932750398243e-05	0.000128102390831931	0.19913263241372	VAX2	chr2	71131629	71131630	cg05603527	VAX2	Island	I
cg12215739	chr2	177014816	177015117	0.000640621737207872	-8.30276625954055e-06	4.28737208624874e-05	0.189731721019804	HOXD4	chr2	177014966	177014967	cg12215739	HOXD4	Island	II
cg15092343	chr4	4859911	4860212	0.000471516105943247	1.3028662314223e-05	4.89442174004202e-05	0.181571206335045	MSX1	chr4	4860061	4860062	cg15092343	MSX1	Island	I
cg12670347	chr12	114847428	114847729	0.00120783760547943	1.28596878095478e-05	0.000111554444809736	0.180862449672773	TBX5	chr12	114847578	114847579	cg12670347	TBX5	Island	I
cg01525538	chr1	228785837	228786138	0.000426955700392313	8.26859626946803e-05	0.000112917646734155	0.179431811376272	DUSP5P	chr1	228785987	228785988	cg01525538	DUSP5P	Island	II
cg06495961	chr7	153584432	153584733	0.000789248770124023	1.31165251879745e-06	6.11368625667756e-05	0.178525619815469	DPP6	chr7	153584582	153584583	cg06495961	DPP6	Island	II
cg04692403	chr6	134210662	134210963	0.000669882548182689	1.5789350988167e-05	6.78480749490633e-05	0.176611463874736	TCF21	chr6	134210812	134210813	cg04692403	TCF21	Island	II
cg18082337	chr3	147113576	147113877	0.000643517449060516	4.35160748503099e-05	9.04544321827198e-05	0.176516739521323	ZIC4	chr3	147113726	147113727	cg18082337	ZIC4	Island	I
cg10655046	chr2	114256870	114257171	0.000655865054445482	4.31613552823824e-05	9.16332764487889e-05	0.17461674306382	FOXD4L1	chr2	114257020	114257021	cg10655046	FOXD4L1	Island	II
cg13784235	chr6	108495715	108496016	0.000516664266767715	1.08299243689266e-05	5.23618493614146e-05	0.174276391967943	NR2E1	chr6	108495865	108495866	cg13784235	NR2E1	Island	II
cg21472506	chr2	63283817	63284118	0.00138741915015748	3.10003368864324e-05	0.000149186407229916	0.174212897680128	OTX1	chr2	63283967	63283968	cg21472506	OTX1	Island	I
cg03299042	chr2	63283656	63283957	0.000650554747974847	7.63131760444367e-05	0.000117260286935329	0.167600193775482	OTX1	chr2	63283806	63283807	cg03299042	OTX1	N_Shore	II
cg15084543	chr1	79472258	79472559	0.00188619897936889	5.4282001093086e-06	0.000155246362638703	0.164762565626855	ELTD1	chr1	79472408	79472409	cg15084543	ELTD1	Island	I
cg15416877	chr6	108492619	108492920	0.000377023504273504	1.08176126303983e-05	3.45003665988685e-05	0.163972043992923	NR2E1	chr6	108492769	108492770	cg15416877	NR2E1	S_Shore	II
cg26444528	chr13	58207709	58208010	0.000747993979200876	-1.72069727711946e-05	4.09491734791989e-05	0.162813965000516	PCDH17	chr13	58207859	58207860	cg26444528	PCDH17	Island	I
cg01294808	chr5	3599536	3599837	0.00102313331725674	2.47103447658375e-05	0.000103603771563114	0.160657237440445	IRX1	chr5	3599686	3599687	cg01294808	IRX1	Island	I
cg07489048	chr14	29236748	29237049	0.00433765996221529	9.55866719543307e-06	0.000370466838102494	0.159311995621555	FOXG1	chr14	29236898	29236899	cg07489048	FOXG1	Island	I
cg00463767	chr2	63281893	63282194	0.000910905277618292	5.84252606493512e-06	7.79288860677779e-05	0.158034458260136	OTX1	chr2	63282043	63282044	cg00463767	OTX1	N_Shore	II
cg03532926	chr7	153584689	153584990	0.00160286443954287	2.71698626980995e-05	0.000153840093253506	0.156557300404774	DPP6	chr7	153584839	153584840	cg03532926	DPP6	Island	I
cg08473330	chr2	63282733	63283034	0.00141992321276602	4.8845784051201e-05	0.000161055369252495	0.152074411554573	OTX1	chr2	63282883	63282884	cg08473330	OTX1	Island	II
cg07153665	chr16	66613056	66613357	0.00190327892857075	-8.36222775927187e-06	0.00015333280845451	0.148623998384852	CMTM2	chr16	66613206	66613207	cg07153665	CMTM2	Island	I
cg18694169	chr6	28226929	28227230	0.00177386609064412	8.24962361328202e-07	0.000131766358476351	0.145281256173788	NKAPL	chr6	28227079	28227080	cg18694169	NKAPL	Island	I
cg05371578	chr3	147128007	147128308	0.000908583085271726	-6.97516456839204e-06	6.61598844962212e-05	0.143838029224455	ZIC1	chr3	147128157	147128158	cg05371578	ZIC1	Island	II
cg00445405	chr2	63281694	63281995	0.000459176923746349	2.53491184824292e-05	5.88031954707397e-05	0.141809878616171	OTX1	chr2	63281844	63281845	cg00445405	OTX1	N_Shore	II
cg03597347	chr6	28058759	28059060	0.00132809991520921	2.10930206402293e-05	0.000119732232568026	0.141316404940575	ZSCAN12L1	chr6	28058909	28058910	cg03597347	ZSCAN12L1	CpG_Ocean	I
cg16626067	chr16	66613116	66613417	0.00163759706199557	-1.80225396872647e-05	0.000116707205714659	0.137955928457386	CMTM2	chr16	66613266	66613267	cg16626067	CMTM2	Island	I
cg15540820	chr3	27765133	27765434	0.000913229709249908	2.52018674296323e-05	9.96548499475207e-05	0.137568790933632	EOMES	chr3	27765283	27765284	cg15540820	EOMES	Island	II
cg15541630	chr8	87081620	87081921	0.00119412631973502	8.44409456365992e-06	9.98489821593627e-05	0.137211524818159	PSKH2	chr8	87081770	87081771	cg15541630	PSKH2	Island	I
cg03184290	chr4	111550516	111550817	0.00202251887628993	-7.71942414297314e-06	0.000151940548981745	0.13338423519846	PITX2	chr4	111550666	111550667	cg03184290	PITX2	S_Shore	I
cg11618529	chr19	58951958	58952259	0.000847656970813992	-4.11289955692238e-08	6.81752020450288e-05	0.130322150406848	ZNF132	chr19	58952108	58952109	cg11618529	ZNF132	Island	II
cg10122865	chr2	63283982	63284283	0.00134277355852735	3.3082807719521e-05	0.000145642569528901	0.130187073308678	OTX1	chr2	63284132	63284133	cg10122865	OTX1	Island	I
cg06666025	chr16	66613128	66613429	0.00108154252747829	-2.17603375173549e-06	8.11400578869999e-05	0.129291530086733	CMTM2	chr16	66613278	66613279	cg06666025	CMTM2	Island	I
cg07892597	chr1	119531943	119532244	0.0010378311965812	-7.18425800232143e-06	7.32392559539379e-05	0.129129445810109	TBX15	chr1	119532093	119532094	cg07892597	TBX15	Island	II
cg15824707	chr15	45403583	45403884	0.00114865018068068	9.43579605842439e-06	0.000105783855999941	0.127607525380381	DUOX2	chr15	45403733	45403734	cg15824707	DUOX2	Island	I
cg23817893	chr11	86085782	86086083	0.000857014196066186	3.08225697521136e-05	9.63568012271159e-05	0.127295949033717	CCDC81	chr11	86085932	86085933	cg23817893	CCDC81	Island	I
cg09523275	chr6	28226943	28227244	0.000914386467814721	-9.72818150090267e-09	7.33293997475533e-05	0.125198149688754	NKAPL	chr6	28227093	28227094	cg09523275	NKAPL	Island	II
cg15513743	chr1	119528538	119528839	0.000183494363929147	7.77369204390339e-06	1.96856202779042e-05	0.124826781767251	TBX15	chr1	119528688	119528689	cg15513743	TBX15	N_Shore	I
cg18569734	chr6	108496310	108496611	0.00047539072039072	1.48020144129871e-05	5.34481135416562e-05	0.123592813746747	NR2E1	chr6	108496460	108496461	cg18569734	NR2E1	N_Shore	II
cg23371746	chr1	119532775	119533076	0.000419926481134055	2.03136574245498e-05	5.46238827305736e-05	0.121969850431102	TBX15	chr1	119532925	119532926	cg23371746	TBX15	S_Shore	I
cg05979020	chr2	176981186	176981487	0.000889701840610386	1.35514269735019e-05	8.50230235302619e-05	0.121281032993676	HOXD10	chr2	176981336	176981337	cg05979020	HOXD10	Island	I
cg00366850	chr2	45232267	45232568	0.000779041606541607	1.40520003167966e-06	6.18850395380235e-05	0.119583791423511	SIX2	chr2	45232417	45232418	cg00366850	SIX2	Island	II
cg21697851	chr21	38076719	38077020	0.000802417310241378	-2.36155767075523e-06	6.61371262754789e-05	0.119386647044086	SIM2	chr21	38076869	38076870	cg21697851	SIM2	Island	I
cg07462756	chr4	4859835	4860136	0.000721626758270989	1.17112183632412e-05	7.19137726835502e-05	0.119322730283438	MSX1	chr4	4859985	4859986	cg07462756	MSX1	Island	II
cg08301299	chr16	2317699	2318000	0.000872454180083624	3.96127791137952e-05	9.86703836177665e-05	0.113817807129033	RNPS1	chr16	2317849	2317850	cg08301299	RNPS1	Island	I
cg11071207	chr1	110611068	110611369	0.000822746027918442	3.44722023572335e-05	9.96984412769946e-05	0.112961511402118	ALX3	chr1	110611218	110611219	cg11071207	ALX3	Island	II
cg18297437	chr3	147131182	147131483	0.00103951380975364	2.40314754034137e-06	8.215065746981e-05	0.11250303741958	ZIC1	chr3	147131332	147131333	cg18297437	ZIC1	Island	I
cg09806671	chr1	165324529	165324830	0.000550803488720297	6.42390985537723e-06	4.67259388140599e-05	0.111618143545074	LMX1A	chr1	165324679	165324680	cg09806671	LMX1A	Island	I
cg24301620	chr6	101846722	101847023	0.0015432041797336	-7.2512005848623e-07	0.000124527141009378	0.111166821492277	GRIK2	chr6	101846872	101846873	cg24301620	GRIK2	Island	I
cg03830329	chr6	100896931	100897232	0.000206682109313688	7.14025106167082e-06	2.53745595433863e-05	0.110407416724146	SIM1	chr6	100897081	100897082	cg03830329	SIM1	Island	II
cg04223420	chr5	134363727	134364028	0.00165835467437562	-8.75078051421012e-06	0.000125559709385253	0.109338608780246	PITX1	chr5	134363877	134363878	cg04223420	PITX1	Island	I
cg18849102	chr4	4859785	4860086	0.000284714433714434	2.57858897661078e-05	4.42677812786769e-05	0.10894592683445	MSX1	chr4	4859935	4859936	cg18849102	MSX1	Island	II
cg13803688	chr1	110610302	110610603	0.00110691630591631	6.3026243043422e-06	8.5684085808916e-05	0.105081144154926	ALX3	chr1	110610452	110610453	cg13803688	ALX3	Island	I
cg26492368	chr10	22634583	22634884	0.0029387848676366	-1.86401890670455e-05	0.000217761549783858	0.103934960554194	SPAG6	chr10	22634733	22634734	cg26492368	SPAG6	Island	I
cg21170796	chr1	119528014	119528315	0.00060427600430715	8.26423630437327e-06	5.56216339521919e-05	0.103271947951977	TBX15	chr1	119528164	119528165	cg21170796	TBX15	N_Shore	II
cg02245378	chr2	223161621	223161922	0.000659054131054131	7.07215025993869e-06	5.29366908935198e-05	0.100896658799268	PAX3	chr2	223161771	223161772	cg02245378	PAX3	Island	II
cg08032924	chr16	66612946	66613247	0.00113049031276285	-1.1201352813808e-05	8.51285142357081e-05	0.0981834356816908	CMTM2	chr16	66613096	66613097	cg08032924	CMTM2	Island	I
cg00466334	chr1	119532700	119533001	0.000434645396946156	-2.4777386209644e-06	3.33503169303877e-05	0.0981715096229286	TBX15	chr1	119532850	119532851	cg00466334	TBX15	S_Shore	II
cg01978237	chr6	100896653	100896954	0.000216767615519738	2.0748650446479e-05	3.62429664384489e-05	0.0979377941088806	SIM1	chr6	100896803	100896804	cg01978237	SIM1	N_Shore	II
cg13655674	chr1	119522236	119522537	0.000491791370187922	3.39971424894949e-05	6.99806019946114e-05	0.0973987164681596	TBX15	chr1	119522386	119522387	cg13655674	TBX15	Island	II
cg18731327	chr3	147114202	147114503	0.00133849875403534	2.19599391773349e-06	0.000115669188569284	0.0966898489476452	ZIC4	chr3	147114352	147114353	cg18731327	ZIC4	Island	II
cg05937737	chr3	170303390	170303691	0.00233673150402046	-3.77214549204474e-06	0.0001760623449309	0.0966330524534916	SLC7A14	chr3	170303540	170303541	cg05937737	SLC7A14	Island	I
cg10253847	chr6	28226935	28227236	0.00063157566582812	6.31207687135465e-06	5.72181725789298e-05	0.0963884315306087	NKAPL	chr6	28227085	28227086	cg10253847	NKAPL	Island	I
cg01295392	chr12	108169419	108169720	0.000288856379890863	-6.9285878339116e-07	2.06748793181806e-05	0.0963787166689215	ASCL4	chr12	108169569	108169570	cg01295392	ASCL4	Island	II
cg26831119	chr4	111550680	111550981	0.000331889949131328	-5.25540442006455e-06	2.2980847508987e-05	0.0957988901539463	PITX2	chr4	111550830	111550831	cg26831119	PITX2	S_Shore	I
cg01581084	chr8	99961724	99962025	0.00122801654171997	-4.9094230372709e-06	9.360329099851e-05	0.0953034601138255	OSR2	chr8	99961874	99961875	cg01581084	OSR2	S_Shore	II
cg04910970	chr6	100053780	100054081	0.000188943716937502	4.32008107251404e-05	5.52080514386368e-05	0.0922269100264158	PRDM13	chr6	100053930	100053931	cg04910970	PRDM13	N_Shore	II
cg08465346	chr12	54441308	54441609	0.00111588786803643	5.58874067378579e-06	9.37944979943209e-05	0.0906671101709472	HOXC4	chr12	54441458	54441459	cg08465346	HOXC4	Island	I
cg09624466	chr14	57278560	57278861	0.000618824132369771	-5.19863456036218e-06	4.59496852627319e-05	0.0905084340770572	OTX2OS1	chr14	57278710	57278711	cg09624466	OTX2OS1	Island	II
cg07109115	chr10	28030248	28030549	0.000514174441625341	3.24661217451497e-05	6.95100961105333e-05	0.0890016882743098	MKX	chr10	28030398	28030399	cg07109115	MKX	Island	II
cg14523847	chr7	153584447	153584748	0.000698261345583926	-4.2673657950138e-06	4.90835502289656e-05	0.0887781811541846	DPP6	chr7	153584597	153584598	cg14523847	DPP6	Island	I
cg07274716	chr5	134363823	134364124	0.00178997831634596	-1.80705775638312e-06	0.000139075468431354	0.0884865089835982	PITX1	chr5	134363973	134363974	cg07274716	PITX1	Island	I
cg06809252	chr1	110611894	110612195	0.00113747709239027	1.08366972993404e-05	9.69628555280432e-05	0.0873844786019883	ALX3	chr1	110612044	110612045	cg06809252	ALX3	Island	I
cg03731268	chr1	62660711	62661012	0.000637210115522733	3.1411279815002e-06	5.50333115348391e-05	0.0873328983341365	L1TD1	chr1	62660861	62660862	cg03731268	L1TD1	Island	I
cg09937438	chr7	1094855	1095156	0.00134028771711329	-4.5335937101791e-06	9.67169436202098e-05	0.0871384094662083	C7orf50	chr7	1095005	1095006	cg09937438	C7orf50	N_Shelf	I
cg23035602	chr19	53934967	53935268	0.000567292796603141	6.992065627223e-07	4.9826996984677e-05	0.0870115617433848	ZNF761	chr19	53935117	53935118	cg23035602	ZNF761	Island	I
cg06346138	chr1	17085921	17086222	0.00262988909913736	-9.78591300680306e-06	0.000206267713055994	0.0859229933138294	MST1P9	chr1	17086071	17086072	cg06346138	MST1P9	Island	I
cg07788369	chr7	96618918	96619219	0.00044353046577672	3.23317219097405e-06	4.06874047814815e-05	0.0857021954133383	DLX6AS	chr7	96619068	96619069	cg07788369	DLX6AS	CpG_Ocean	I
cg12626956	chr9	79634359	79634660	0.00041148504654387	-7.81258358701548e-07	3.15328045548038e-05	0.0805202102557444	FOXB2	chr9	79634509	79634510	cg12626956	FOXB2	Island	II
