	CHR	START	END	X0	X1	MeanDecreaseAccuracy	MeanDecreaseGini	Symbol	V1	V2	V3	V4	V5	V6	V7
cg27032232	chr7	153584459	153584760	0.00246085273831775	-4.97448877409815e-06	0.000201168005159648	0.233519020120311	DPP6	chr7	153584609	153584610	cg27032232	DPP6	Island	I
cg06495961	chr7	153584432	153584733	0.000789248770124023	1.31165251879745e-06	6.11368625667756e-05	0.178525619815469	DPP6	chr7	153584582	153584583	cg06495961	DPP6	Island	II
cg04692403	chr6	134210662	134210963	0.000669882548182689	1.5789350988167e-05	6.78480749490633e-05	0.176611463874736	TCF21	chr6	134210812	134210813	cg04692403	TCF21	Island	II
cg01294808	chr5	3599536	3599837	0.00102313331725674	2.47103447658375e-05	0.000103603771563114	0.160657237440445	IRX1	chr5	3599686	3599687	cg01294808	IRX1	Island	I
cg03532926	chr7	153584689	153584990	0.00160286443954287	2.71698626980995e-05	0.000153840093253506	0.156557300404774	DPP6	chr7	153584839	153584840	cg03532926	DPP6	Island	I
cg14523847	chr7	153584447	153584748	0.000698261345583926	-4.2673657950138e-06	4.90835502289656e-05	0.0887781811541846	DPP6	chr7	153584597	153584598	cg14523847	DPP6	Island	I
cg18940047	chr7	153749586	153749887	0.00209682958818501	-5.73393483264719e-06	0.00016685973501577	0.0546776753097572	DPP6	chr7	153749736	153749737	cg18940047	DPP6	Island	I
cg04467618	chr6	134210796	134211097	0.000558473232366447	2.1489590296694e-06	4.83503306112733e-05	0.0421728302025758	TCF21	chr6	134210946	134210947	cg04467618	TCF21	Island	II
cg09124223	chr7	153749588	153749889	0.00122177092794484	-5.79676492604638e-06	8.85700796215954e-05	0.0317338416155886	DPP6	chr7	153749738	153749739	cg09124223	DPP6	Island	I
cg15549927	chr7	153749606	153749907	0.000989166880692743	-7.60517405257793e-06	7.5025037636393e-05	0.0310050785337242	DPP6	chr7	153749756	153749757	cg15549927	DPP6	Island	I
cg09614415	chr10	129535359	129535660	0.000885654044341759	-5.88533576563252e-06	6.3879437203283e-05	0.0241840154528697	FOXI2	chr10	129535509	129535510	cg09614415	FOXI2	Island	I
cg18252309	chr7	153583717	153584018	0.000772725117532393	-5.68844871567088e-06	5.74299012817817e-05	0.0169003099645828	DPP6	chr7	153583867	153583868	cg18252309	DPP6	Island	II
cg10552126	chr7	154001914	154002215	0.000562210826210826	-4.39317259029769e-06	3.73257377671887e-05	0.016158087948536	DPP6	chr7	154002064	154002065	cg10552126	DPP6	Island	I
cg18635552	chr5	3599569	3599870	0.000674487179487179	1.05545730409388e-07	5.70348062656595e-05	0.0139135138322435	IRX1	chr5	3599719	3599720	cg18635552	IRX1	Island	I
cg26717554	chr19	853184	853485	4.47167919799499e-05	-1.2055667433819e-06	2.3891771487997e-06	0.00956976796442683	ELANE	chr19	853334	853335	cg26717554	ELANE	Island	I
cg26157385	chr1	248020491	248020792	0.000404413803587717	-6.18621444325012e-06	2.3295574305636e-05	0.00918671365801797	TRIM58	chr1	248020641	248020642	cg26157385	TRIM58	Island	I
cg11605835	chr5	3597545	3597846	0.000294810004810005	-1.90626768978575e-06	2.37428938977048e-05	0.00762457971393226	IRX1	chr5	3597695	3597696	cg11605835	IRX1	Island	II
cg08492173	chr5	3597161	3597462	0.00011875	6.55737704918033e-07	1.18694362017804e-05	0.00647105263157895	IRX1	chr5	3597311	3597312	cg08492173	IRX1	Island	II
cg06213468	chr10	129534261	129534562	-9.0632183908046e-06	1.26613977622181e-06	5.9462174536937e-07	0.00613708247326948	FOXI2	chr10	129534411	129534412	cg06213468	FOXI2	Island	II
cg00446413	chr7	153749056	153749357	0	6.71140939597315e-07	6.0790273556231e-07	0.0055328664799253	DPP6	chr7	153749206	153749207	cg00446413	DPP6	Island	II
cg19161124	chr7	153583413	153583714	2.40802675585284e-05	-1.30992196209588e-06	5.30822053544855e-07	0.00531459293394777	DPP6	chr7	153583563	153583564	cg19161124	DPP6	Island	I
cg04617948	chr10	129534988	129535289	0.000212316715542522	4.48923705416264e-09	1.63679548681923e-05	0.00491541791541791	FOXI2	chr10	129535138	129535139	cg04617948	FOXI2	Island	II
cg09731996	chr5	3598940	3599241	-1.6695652173913e-05	-6.17283950617284e-07	-1.75512543835986e-06	0.0038850246320566	IRX1	chr5	3599090	3599091	cg09731996	IRX1	Island	II
cg02485566	chr7	153749609	153749910	-2.58960573476702e-05	-1.29032258064516e-06	-2.95643304795297e-06	0.00381494422433047	DPP6	chr7	153749759	153749760	cg02485566	DPP6	Island	II
cg14564076	chr7	153584723	153585024	0.000278703703703704	-2.58075258075258e-06	1.90158865550698e-05	0.00361073168981661	DPP6	chr7	153584873	153584874	cg14564076	DPP6	Island	II
cg20119106	chr7	153750271	153750572	0.000402	-1.25391849529781e-06	2.91772894485292e-05	0.0033189335994798	DPP6	chr7	153750421	153750422	cg20119106	DPP6	Island	II
cg19324940	chr6	134213842	134214143	0.00011304347826087	-2.5e-06	5.24781341107872e-06	0.00283264949803579	TCF21	chr6	134213992	134213993	cg19324940	TCF21	Island	II
cg12581592	chr11	13983893	13984194	4.76190476190476e-07	5.7259623153333e-06	5.26887279451307e-06	0.00207810559006211	SPON1	chr11	13984043	13984044	cg12581592	SPON1	N_Shore	II
cg15505412	chr5	3596846	3597147	1.4367816091954e-06	0	9.26732526458215e-09	0.00156385340965593	IRX1	chr5	3596996	3596997	cg15505412	IRX1	Island	II
cg08829841	chr10	129535198	129535499	8.24372759856631e-05	3.1064515670427e-06	9.86568986568987e-06	0.00113636271708817	FOXI2	chr10	129535348	129535349	cg08829841	FOXI2	Island	II
cg07918545	chr10	129535519	129535820	0.000133333333333333	0	1.17994100294985e-05	0.00109692789968652	FOXI2	chr10	129535669	129535670	cg07918545	FOXI2	Island	II
cg24011260	chr7	153584598	153584899	-1.06878306878307e-05	0	-1.27359540112817e-06	0.000982939958592132	DPP6	chr7	153584748	153584749	cg24011260	DPP6	Island	II
cg07811198	chr7	153585218	153585519	7.69230769230769e-06	-1.25391849529781e-06	-5.79710144927536e-07	9e-04	DPP6	chr7	153585368	153585369	cg07811198	DPP6	Island	II
cg04302194	chr5	3598862	3599163	-8e-06	0	-5.81395348837209e-07	0.000852000000000001	IRX1	chr5	3599012	3599013	cg04302194	IRX1	Island	II
cg18685594	chr6	134211067	134211368	0	0	0	0.000762901439645626	TCF21	chr6	134211217	134211218	cg18685594	TCF21	Island	II
cg04365721	chr5	3600241	3600542	1e-05	1.94144598897258e-08	6.2709590878605e-07	0.000743137254901961	IRX1	chr5	3600391	3600392	cg04365721	IRX1	Island	II
cg09232937	chr5	3595820	3596121	-1.20720720720721e-05	0	-1.18539592223803e-06	0.000726984126984127	IRX1	chr5	3595970	3595971	cg09232937	IRX1	Island	II
cg20429172	chr1	248020286	248020587	0	0	0	0.000715789473684211	TRIM58	chr1	248020436	248020437	cg20429172	TRIM58	Island	II
cg10530883	chr5	3596057	3596358	0.000135714285714286	-1.28617363344051e-06	1.00556599301178e-05	0.000714444444444446	IRX1	chr5	3596207	3596208	cg10530883	IRX1	Island	I
cg09988461	chr6	134209988	134210289	-6.45161290322581e-06	2.52365930599369e-06	1.72413793103448e-06	0.000693333333333333	TCF21	chr6	134210138	134210139	cg09988461	TCF21	N_Shore	II
cg26115633	chr10	129535743	129536044	6.89655172413793e-06	-3.21543408360129e-06	-2.35294117647059e-06	0.000655555555555555	FOXI2	chr10	129535893	129535894	cg26115633	FOXI2	Island	I
cg20693209	chr11	13983917	13984218	9.67741935483871e-05	-6.5359477124183e-07	8.30860534124629e-06	0.000581911421911423	SPON1	chr11	13984067	13984068	cg20693209	SPON1	Island	II
cg13929328	chr10	129535748	129536049	6.66666666666667e-06	-6.6006600660066e-07	0	0.000394520547945206	FOXI2	chr10	129535898	129535899	cg13929328	FOXI2	Island	II
cg18100702	chr5	3600422	3600723	0	0	0	2e-04	IRX1	chr5	3600572	3600573	cg18100702	IRX1	Island	II
cg09789636	chr1	248021013	248021314	0	0	0	2e-04	TRIM58	chr1	248021163	248021164	cg09789636	TRIM58	Island	II
